idx,inf_mu1,sup_mu1,inf_mu2,sup_mu2
273,83.2108573252862,113.21098817478,154.965749506734,192.980650067842
274,83.1594762923073,113.178603031826,154.908708435558,192.953922791788
275,83.1079684268437,113.146046322293,154.85153840205,192.927026077905
276,83.0563338412403,113.113318026046,154.794239551145,192.899959873466
277,83.0045726477626,113.080418123352,154.736812027746,192.8727241261
278,82.9526849591193,113.047346594366,154.679255977482,192.845318783039
279,82.9006708877325,113.014103419853,154.621571545657,192.817743792164
280,82.8485305467023,112.980688580229,154.563758878637,192.789999100625
281,82.7962640490702,112.947102056296,154.505818122792,192.762084655891
282,82.74387150782,112.913343829239,154.447749424495,192.734000405758
283,82.6913530362814,112.879413880224,154.389552930706,192.705746297758
284,82.6387087479898,112.845312190538,154.331228788769,192.677322279368
285,82.5859387564445,112.81103874183,154.272777146065,192.648728298355
286,82.5330431755463,112.776593515674,154.21419815064,192.619964302144
287,82.4800221189314,112.741976494236,154.155491950249,192.591030238781
288,82.4268757008653,112.707187659376,154.096658693641,192.561926055639
289,82.3736040346918,112.672226994205,154.037698528456,192.532651701533
290,82.3202072361988,112.637094479713,153.978611605555,192.503207122376
291,82.2666854190045,112.601790099388,153.919398073155,192.473592267055
292,82.2130386978085,112.566313835959,153.860058080988,192.443807083265
293,82.1592671873674,112.530665672426,153.80059177896,192.413851518854
294,82.1053710024199,112.494845592132,153.740999317039,192.383725521935
295,82.0513502581434,112.458853578306,153.681280845915,192.35342904022
296,81.9972050696596,112.422689614559,153.621436516291,192.322962021737
297,81.9429355521998,112.386353684716,153.561466479115,192.292324414591
298,81.8885418212262,112.349845772696,153.501370885761,192.26151616679
299,81.8340239922554,112.313165862691,153.441149887771,192.230537226494
300,81.7793821810381,112.27631393898,153.380803637117,192.199387541762
301,81.7246165034292,112.239289986066,153.32033228601,192.168067060736
302,81.6697270752394,112.202093988819,153.25973598669,192.136575731856
303,81.61471401275,112.164725931963,153.199014892168,192.104913503112
304,81.5595774320693,112.127185800719,153.138169155295,192.073080322981
305,81.504317449594,112.089473580345,153.07719892943,192.041076139754
306,81.4489341818678,112.051589256274,153.016104368239,192.008900901743
307,81.3934277453964,112.013532814303,152.95488562542,191.976554557547
308,81.3377982568666,111.975304240371,152.893542855026,191.944037055737
309,81.2820458333522,111.936903520354,152.832076211765,191.911348344552
310,81.226170591673,111.898330640706,152.770485850065,191.878488372836
311,81.1701726490433,111.85958558781,152.708771925019,191.845457089088
312,81.1140521227364,111.820668348311,152.646934591896,191.812254441958
313,81.0578091300698,111.781578909137,152.584974006121,191.77888038026
314,81.0014437884874,111.74231725741,152.522890323398,191.745334852858
315,80.9449562156632,111.702883380347,152.460683699851,191.711617808511
316,80.8883465293082,111.663277265449,152.398354291753,191.677729196158
317,80.8316148473301,111.623498900344,152.335902255752,191.643668964682
318,80.7747612876969,111.583548272924,152.273327748681,191.609437063109
319,80.7177859684762,111.543425371301,152.210630927604,191.575033440551
320,80.6606890078074,111.503130183839,152.147811949784,191.540458046246
321,80.6034705242486,111.462662698808,152.084870973186,191.505710829052
322,80.5461306359481,111.422022905207,152.021808155267,191.470791738658
323,80.4886694616717,111.38121079174,151.958623654479,191.435700724078
324,80.4310871200419,111.340226347578,151.895317629156,191.400437734769
325,80.3733837298007,111.299069562093,151.831890237897,191.365002720242
326,80.3155594099916,111.257740424679,151.768341639836,191.329395629798
327,80.2576142794589,111.216238925248,151.704671993904,191.29361641326
328,80.199548457413,111.17456505367,151.640881459661,191.257665020144
329,80.1413620631146,111.132718800086,151.576970196833,191.221541400122
330,80.0830552159029,111.090700154877,151.51293836535,191.185245502983
331,80.0246280352299,111.048509108637,151.448786125401,191.148777278578
332,79.9660806405943,111.006145652231,151.384513637336,191.112136676919
333,79.9074131516995,110.963609776641,151.320121061892,191.075323647951
334,79.8486256883912,110.920901473028,151.255608560111,191.038338141636
335,79.789718370361,110.878020733027,151.190976292898,191.00118010839
336,79.730691317789,110.834967548107,151.126224421968,190.963849498146
337,79.6715446506876,110.791741910223,151.061353108879,190.926346261309
338,79.6122784892958,110.748343811424,150.996362515615,190.88867034818
339,79.5528929537981,110.704773244135,150.93125280417,190.85082170937
340,79.4933881647427,110.661030200737,150.866024137166,190.812800295184
341,79.4337642424501,110.617114674159,150.800676676978,190.774606056491
342,79.374021307605,110.573026657283,150.735210586614,190.736238943849
343,79.314159480862,110.528766143345,150.66962602912,190.697698908096
344,79.2541788829995,110.484333125774,150.603923167825,190.65898590011
345,79.1940796349679,110.439727598147,150.538102166394,190.620099870747
346,79.1338618576608,110.394949554418,150.472163188503,190.581040771174
347,79.0735256722167,110.349998988614,150.406106398283,190.541808552427
348,79.0130711998291,110.304875895027,150.33993196003,190.502403165687
349,78.9524985615086,110.259580268451,150.273640037867,190.462824562634
350,78.8918078789504,110.214112103314,150.207230797015,190.423072694166
351,78.8309992733032,110.168471394909,150.140704401978,190.383147512216
352,78.7700728663111,110.122658138252,150.074061018232,190.343048968066
353,78.7090287794649,110.076672328932,150.007300810968,190.302777013599
354,78.647867134422,110.030513962689,149.940423945714,190.262331600682
355,78.5865880531976,109.984183035222,149.873430588615,190.22171268088
356,78.525191657461,109.937679542897,149.8063209054,190.180920206495
357,78.4636780692918,109.891003481984,149.739095062488,190.139954129455
358,78.4020474106323,109.844154849212,149.671753226189,190.098814402115
359,78.340299803662,109.797133641387,149.604295563253,190.05750097671
360,78.2784353706284,109.749939855567,149.536722240619,190.016013805598
361,78.2164542337247,109.70257348918,149.469033425238,189.974352841449
362,78.1543565153538,109.655034539764,149.401229284459,189.93251803685
363,78.0921423381645,109.607323004926,149.333309986084,189.890509344248
