i,x_inf,x_sup,theta_inf,theta_sup,lam2_sup,lam3_inf,isOK
851,0.83988,0.85299,0.048453,0.049174,8200.6712658704255,8627.9236703047609,OK
852,0.85299,0.86629,0.048453,0.049174,7977.3014678895315,8402.1451186918694,OK
853,0.86629,0.87973,0.048453,0.049174,7762.520178130434,8185.2241259025714,OK
854,0.87973,0.89333,0.048453,0.049174,7559.6801258730284,7978.2963196068586,OK
855,0.89333,0.90723,0.048453,0.049174,7362.4002493288281,7779.9660441386131,OK
856,0.90723,0.92137,0.048453,0.049174,7169.8604894893106,7580.9108208724037,OK
857,0.92137,0.93565,0.048453,0.049174,6989.0829489474281,7400.2230466035908,OK
858,0.93565,0.95048,0.048453,0.049174,6816.0845666202113,7224.2757027092348,OK
859,0.95048,0.96674,0.048453,0.049174,6651.9654469723328,7044.0661707583604,OK
860,0.96674,0.98313,0.048453,0.049174,6491.4708085639113,6900.7223481471683,OK
861,0.98313,1.001,0.048453,0.049174,6350.1153735147127,6764.6671282520265,OK
862,0.52263,0.53042,0.049174,0.049905,19019.893498637084,19306.071553211212,OK
863,0.53042,0.53833,0.049174,0.049905,18502.037742993914,18804.07592546711,OK
864,0.53833,0.54636,0.049174,0.049905,18007.834579441271,18315.453460200952,OK
865,0.54636,0.55453,0.049174,0.049905,17518.45290669203,17839.332272965883,OK
866,0.55453,0.56284,0.049174,0.049905,17046.928013720535,17384.855075060535,OK
867,0.56284,0.57131,0.049174,0.049905,16581.007517526261,16923.68315711882,OK
868,0.57131,0.57992,0.049174,0.049905,16132.888236194973,16482.842805386183,OK
869,0.57992,0.58869,0.049174,0.049905,15694.759585605119,16047.227425248735,OK
870,0.58869,0.59761,0.049174,0.049905,15262.934464609978,15632.618691248717,OK
871,0.59761,0.60669,0.049174,0.049905,14851.60709709334,15215.968873024065,OK
872,0.60669,0.61595,0.049174,0.049905,14444.999965799982,14823.726425003764,OK
873,0.61595,0.62538,0.049174,0.049905,14048.710251591803,14432.112469928019,OK
874,0.62538,0.635,0.049174,0.049905,13655.106669267245,14056.452312231517,OK
875,0.635,0.64479,0.049174,0.049905,13282.12474809694,13678.946263776794,OK
876,0.64479,0.65477,0.049174,0.049905,12910.606566999695,13326.735412432454,OK
877,0.65477,0.66492,0.049174,0.049905,12552.499921295215,12963.919499611005,OK
878,0.66492,0.67527,0.049174,0.049905,12205.502014817121,12620.352248898056,OK
879,0.67527,0.68582,0.049174,0.049905,11864.279353366335,12285.947899131823,OK
880,0.68582,0.69656,0.049174,0.049905,11529.120485200398,11964.317071999803,OK
881,0.69656,0.70748,0.049174,0.049905,11207.071408612986,11640.471591821401,OK
882,0.70748,0.71859,0.049174,0.049905,10893.007412662355,11324.204597004167,OK
883,0.71859,0.7299,0.049174,0.049905,10585.075277279528,11021.472807785254,OK
884,0.7299,0.7414,0.049174,0.049905,10284.110495550332,10726.945428809408,OK
885,0.7414,0.75309,0.049174,0.049905,9999.2214107516011,10441.837468343689,OK
886,0.75309,0.76495,0.049174,0.049905,9717.3062875634387,10160.400360743544,OK
887,0.76495,0.77699,0.049174,0.049905,9445.3192519579279,9888.7155646826759,OK
888,0.77699,0.78922,0.049174,0.049905,9182.8612574352155,9619.2189893558352,OK
889,0.78922,0.80163,0.049174,0.049905,8927.6568397359151,9362.4264073900977,OK
890,0.80163,0.81422,0.049174,0.049905,8681.1936982458501,9113.4837589099825,OK
891,0.81422,0.82696,0.049174,0.049905,8439.2691201322632,8874.4921604375668,OK
892,0.82696,0.83988,0.049174,0.049905,8209.6490178533877,8638.3161651440587,OK
893,0.83988,0.85299,0.049174,0.049905,7985.7399077119344,8417.1342064462551,OK
894,0.85299,0.86629,0.049174,0.049905,7768.323793397577,8193.583983628434,OK
895,0.86629,0.87973,0.049174,0.049905,7561.8712139645904,7984.0705230269105,OK
896,0.87973,0.89333,0.049174,0.049905,7359.7862737894557,7783.028914383689,OK
897,0.89333,0.90723,0.049174,0.049905,7170.2863266832637,7582.6006062338174,OK
898,0.90723,0.92137,0.049174,0.049905,6986.1364524050823,7395.7719458991369,OK
899,0.92137,0.93565,0.049174,0.049905,6809.1550881742041,7217.4845490427924,OK
900,0.93565,0.95048,0.049174,0.049905,6641.7041234608532,7047.5743545645591,OK
901,0.95048,0.96674,0.049174,0.049905,6481.0185907038795,6881.100395070649,OK
902,0.96674,0.98313,0.049174,0.049905,6324.8437337046853,6730.9428838147169,OK
903,0.98313,1.001,0.049174,0.049905,6188.0308416126263,6600.2329584693407,OK
904,0.51497,0.52263,0.049905,0.050647,19015.93281506182,19304.088000467556,OK
905,0.52263,0.53042,0.049905,0.050647,18505.119659382664,18805.380049002899,OK
906,0.53042,0.53833,0.049905,0.050647,18004.496538043681,18315.693414241436,OK
907,0.53833,0.54636,0.049905,0.050647,17520.421190440331,17839.8233228147,OK
908,0.54636,0.55453,0.049905,0.050647,17048.513630488982,17388.212009400017,OK
909,0.55453,0.56284,0.049905,0.050647,16584.666119341789,16921.84786385595,OK
910,0.56284,0.57131,0.049905,0.050647,16139.049655950941,16486.64726896727,OK
911,0.57131,0.57992,0.049905,0.050647,15701.73550826766,16056.46024266727,OK
912,0.57992,0.58869,0.049905,0.050647,15272.691404893858,15642.903557386055,OK
913,0.58869,0.59761,0.049905,0.050647,14861.072733842946,15229.535197864649,OK
914,0.59761,0.60669,0.049905,0.050647,14455.580083166344,14835.704988019048,OK
915,0.60669,0.61595,0.049905,0.050647,14061.704915824641,14438.906173883186,OK
916,0.61595,0.62538,0.049905,0.050647,13667.455261658804,14063.235393996629,OK
917,0.62538,0.635,0.049905,0.050647,13298.087860229123,13689.31882880696,OK
918,0.635,0.64479,0.049905,0.050647,12924.434385636127,13336.028205274191,OK
919,0.64479,0.65477,0.049905,0.050647,12569.872096701762,12982.08046440951,OK
920,0.65477,0.66492,0.049905,0.050647,12220.127553255779,12633.233310251819,OK
921,0.66492,0.67527,0.049905,0.050647,11877.315820931815,12305.630062743012,OK
922,0.67527,0.68582,0.049905,0.050647,11549.692351685097,11971.553930642112,OK
923,0.68582,0.69656,0.049905,0.050647,11225.077420857713,11652.311679245136,OK
924,0.69656,0.70748,0.049905,0.050647,10909.313553275437,11343.750999343893,OK
925,0.70748,0.71859,0.049905,0.050647,10603.976078520465,11036.475402095864,OK
926,0.71859,0.7299,0.049905,0.050647,10303.254975195819,10744.633917012123,OK
927,0.7299,0.7414,0.049905,0.050647,10015.573093653255,10454.706088575262,OK
928,0.7414,0.75309,0.049905,0.050647,9735.9369338295346,10175.918632008863,OK
929,0.75309,0.76495,0.049905,0.050647,9462.639321426981,9902.5725943341295,OK
930,0.76495,0.77699,0.049905,0.050647,9197.1354827940177,9641.7013481031499,OK
931,0.77699,0.78922,0.049905,0.050647,8940.5247196429737,9383.6101997263959,OK
932,0.78922,0.80163,0.049905,0.050647,8692.87156598611,9129.3708983755114,OK
933,0.80163,0.81422,0.049905,0.050647,8452.6581231909331,8888.5396901591503,OK
934,0.81422,0.82696,0.049905,0.050647,8219.3450353922508,8655.0931074579039,OK
935,0.82696,0.83988,0.049905,0.050647,7991.5648778519435,8421.8815161608054,OK
936,0.83988,0.85299,0.049905,0.050647,7777.7143259964987,8209.8044667634676,OK
937,0.85299,0.86629,0.049905,0.050647,7566.4679606453237,7991.541165472544,OK
938,0.86629,0.87973,0.049905,0.050647,7365.2867391488799,7787.0446373942941,OK
939,0.87973,0.89333,0.049905,0.050647,7169.8672186638623,7589.5010617450498,OK
940,0.89333,0.90723,0.049905,0.050647,6985.8244452634817,7402.1114846156033,OK
941,0.90723,0.92137,0.049905,0.050647,6805.9693084041373,7213.1308244158736,OK
942,0.92137,0.93565,0.049905,0.050647,6633.5157713591307,7040.2956160223866,OK
943,0.93565,0.95048,0.049905,0.050647,6470.6971709538848,6878.4377927879732,OK
944,0.95048,0.96674,0.049905,0.050647,6312.9126866469214,6711.0144213748617,OK
945,0.96674,0.98313,0.049905,0.050647,6162.8027190279818,6566.5015964847007,OK
946,0.98313,1.001,0.049905,0.050647,6028.3843670018487,6438.9986520636603,OK
947,0.50743,0.51497,0.050647,0.051398,19013.817910812741,19301.750410485351,OK
948,0.51497,0.52263,0.050647,0.051398,18505.32978656995,18817.778971904259,OK
949,0.52263,0.53042,0.050647,0.051398,18005.452190402331,18320.624552778674,OK
950,0.53042,0.53833,0.050647,0.051398,17524.148785968606,17846.834765729323,OK
951,0.53833,0.54636,0.050647,0.051398,17047.845542881641,17385.569222106311,OK
952,0.54636,0.55453,0.050647,0.051398,16591.248454803383,16928.310534253254,OK
953,0.55453,0.56284,0.050647,0.051398,16146.313761524927,16487.211473874755,OK
954,0.56284,0.57131,0.050647,0.051398,15709.661415767021,16061.262663167023,OK
955,0.57131,0.57992,0.050647,0.051398,15279.092187536649,15657.258775387159,OK
956,0.57992,0.58869,0.050647,0.051398,14868.380441699346,15237.81875540466,OK
957,0.58869,0.59761,0.050647,0.051398,14460.121508931235,14845.890546107534,OK
958,0.59761,0.60669,0.050647,0.051398,14071.099978470453,14452.077211667009,OK
959,0.60669,0.61595,0.050647,0.051398,13682.075387661129,14072.519601049098,OK
960,0.61595,0.62538,0.050647,0.051398,13310.944521912983,13703.596126001301,OK
961,0.62538,0.635,0.050647,0.051398,12937.073972043147,13342.504056086244,OK
962,0.635,0.64479,0.050647,0.051398,12584.854999072099,12992.722101062946,OK
963,0.64479,0.65477,0.050647,0.051398,12237.589603322545,12645.072149617621,OK
964,0.65477,0.66492,0.050647,0.051398,11894.669986986728,12314.472496640734,OK
965,0.66492,0.67527,0.050647,0.051398,11567.025679367043,11983.496983577536,OK
966,0.67527,0.68582,0.050647,0.051398,11241.097932934221,11671.544281289909,OK
967,0.68582,0.69656,0.050647,0.051398,10926.349939652058,11357.572315801452,OK
968,0.69656,0.70748,0.050647,0.051398,10620.422401575368,11052.606333689722,OK
969,0.70748,0.71859,0.050647,0.051398,10321.92257858176,10763.974654586833,OK
970,0.71859,0.7299,0.050647,0.051398,10033.530128826185,10470.787558784601,OK
971,0.7299,0.7414,0.050647,0.051398,9753.3892090029985,10194.798436593293,OK
972,0.7414,0.75309,0.050647,0.051398,9476.5150463193531,9919.4188771816334,OK
973,0.75309,0.76495,0.050647,0.051398,9215.2455949899449,9653.8484874166443,OK
974,0.76495,0.77699,0.050647,0.051398,8956.0745350870347,9393.658657095486,OK
975,0.77699,0.78922,0.050647,0.051398,8706.4076185880022,9143.1075672602747,OK
976,0.78922,0.80163,0.050647,0.051398,8464.9159049135906,8906.8612502278593,OK
977,0.80163,0.81422,0.050647,0.051398,8230.8113561410992,8664.0934207815299,OK
978,0.81422,0.82696,0.050647,0.051398,8004.5373580411606,8433.9901911509114,OK
979,0.82696,0.83988,0.050647,0.051398,7785.6168546926474,8215.7027558197606,OK
980,0.83988,0.85299,0.050647,0.051398,7573.6352936298836,7998.0443669928363,OK
981,0.85299,0.86629,0.050647,0.051398,7371.1669988780477,7793.711186989678,OK
982,0.86629,0.87973,0.050647,0.051398,7173.0366746264672,7592.044180886819,OK
983,0.87973,0.89333,0.050647,0.051398,6987.21655812063,7401.1010826297334,OK
984,0.89333,0.90723,0.050647,0.051398,6803.9208059962511,7214.9244897697236,OK
985,0.90723,0.92137,0.050647,0.051398,6629.3766163194914,7036.5878162594317,OK
986,0.92137,0.93565,0.050647,0.051398,6460.3706560824594,6872.0290886164303,OK
987,0.93565,0.95048,0.050647,0.051398,6302.726389426648,6711.6626918095908,OK
988,0.95048,0.96674,0.050647,0.051398,6152.2181946457613,6548.3670720494329,OK
989,0.96674,0.98313,0.050647,0.051398,6006.2214372484787,6408.5269449193229,OK
990,0.98313,1.001,0.050647,0.051398,5874.0447568226364,6285.3164300279714,OK
991,0.5,0.50743,0.051398,0.05216,19017.801651905418,19305.923132500018,OK
992,0.50743,0.51497,0.051398,0.05216,18503.301739387349,18803.009931975674,OK
993,0.51497,0.52263,0.051398,0.05216,18008.83937249325,18316.550280582534,OK
994,0.52263,0.53042,0.051398,0.05216,17523.651402207128,17850.428916528053,OK
995,0.53042,0.53833,0.051398,0.05216,17057.628921290525,17380.457687831746,OK
996,0.53833,0.54636,0.051398,0.05216,16597.267186875582,16926.955855101482,OK
997,0.54636,0.55453,0.051398,0.05216,16152.296361571804,16494.147068400132,OK
998,0.55453,0.56284,0.051398,0.05216,15715.08249151997,16058.088684569731,OK
999,0.56284,0.57131,0.051398,0.05216,15286.751083498059,15647.489857753662,OK
1000,0.57131,0.57992,0.051398,0.05216,14874.186664523286,15234.005158230173,OK
1001,0.57992,0.58869,0.051398,0.05216,14470.055424141525,14838.776399365513,OK
1002,0.58869,0.59761,0.051398,0.05216,14077.064066498066,14454.541777195445,OK
1003,0.59761,0.60669,0.051398,0.05216,13696.620035362414,14078.167109221584,OK
1004,0.60669,0.61595,0.051398,0.05216,13321.925260773,13710.524871114209,OK
1005,0.61595,0.62538,0.051398,0.05216,12952.483672988621,13352.084855655527,OK
1006,0.62538,0.635,0.051398,0.05216,12600.319257550556,12999.456054233184,OK
1007,0.635,0.64479,0.051398,0.05216,12250.219539015869,12662.850635402121,OK
1008,0.64479,0.65477,0.051398,0.05216,11909.691387485465,12322.980203733148,OK
1009,0.65477,0.66492,0.051398,0.05216,11584.324997864293,11999.716934488179,OK
1010,0.66492,0.67527,0.051398,0.05216,11257.891483977719,11685.454634109681,OK
1011,0.67527,0.68582,0.051398,0.05216,10943.848989480934,11378.135297903164,OK
1012,0.68582,0.69656,0.051398,0.05216,10638.007651454387,11068.230879453364,OK
1013,0.69656,0.70748,0.051398,0.05216,10341.324280433335,10774.061480590071,OK
1014,0.70748,0.71859,0.051398,0.05216,10051.764398052364,10489.427691344938,OK
1015,0.71859,0.7299,0.051398,0.05216,9771.1911050983854,10207.20263778399,OK
1016,0.7299,0.7414,0.051398,0.05216,9497.0675782114067,9935.9269818578159,OK
1017,0.7414,0.75309,0.051398,0.05216,9230.5481398347856,9671.1556639586597,OK
1018,0.75309,0.76495,0.051398,0.05216,8973.3436873723185,9412.1356033359152,OK
1019,0.76495,0.77699,0.051398,0.05216,8723.3493823419358,9165.554786916251,OK
1020,0.77699,0.78922,0.051398,0.05216,8478.9690255563746,8915.7125555923612,OK
1021,0.78922,0.80163,0.051398,0.05216,8242.0005205535181,8686.7125983221085,OK
1022,0.80163,0.81422,0.051398,0.05216,8014.8184164817985,8451.2539256628061,OK
1023,0.81422,0.82696,0.051398,0.05216,7796.5628930434723,8228.0713287590752,OK
1024,0.82696,0.83988,0.051398,0.05216,7582.7781588387497,8010.0075184532225,OK
1025,0.83988,0.85299,0.051398,0.05216,7379.0597135255512,7799.6144101070558,OK
1026,0.85299,0.86629,0.051398,0.05216,7178.566025300257,7599.8486557985889,OK
1027,0.86629,0.87973,0.051398,0.05216,6990.0370544304187,7405.3512284750723,OK
1028,0.87973,0.89333,0.051398,0.05216,6805.3696031974723,7219.2491743254168,OK
1029,0.89333,0.90723,0.051398,0.05216,6628.2932717088233,7040.8123925934096,OK
1030,0.90723,0.92137,0.051398,0.05216,6459.4576815215996,6863.4223702851805,OK
1031,0.92137,0.93565,0.051398,0.05216,6294.6089786757739,6700.3509890648074,OK
1032,0.93565,0.95048,0.051398,0.05216,6142.2999560084863,6543.2592418737122,OK
1033,0.95048,0.96674,0.051398,0.05216,5995.9892242082178,6389.651586809292,OK
1034,0.96674,0.98313,0.051398,0.05216,5852.5249054110018,6253.7003908777333,OK
1035,0.98313,1.001,0.051398,0.05216,5724.6825766091779,6132.9970364567844,OK
1036,0.5,0.50743,0.05216,0.053088,18507.886746946715,18707.792476370243,OK
1037,0.50743,0.51497,0.05216,0.053088,18008.358918531503,18220.305808626534,OK
1038,0.51497,0.52263,0.05216,0.053088,17526.073220525308,17747.888083147423,OK
1039,0.52263,0.53042,0.05216,0.053088,17056.691535970342,17293.013305709843,OK
1040,0.53042,0.53833,0.05216,0.053088,16584.176321245577,16857.48434683778,OK
1041,0.53833,0.54636,0.05216,0.053088,16086.618675122871,16506.99900865481,OK
1042,0.54636,0.55453,0.05216,0.053088,15604.498422670031,16156.060048120275,OK
1043,0.55453,0.56284,0.05216,0.053088,15226.549899656226,15670.700995091091,OK
1044,0.56284,0.57131,0.05216,0.053088,14881.263271268219,15164.510421737217,OK
1045,0.57131,0.57992,0.05216,0.053088,14480.323858325501,14766.703143912884,OK
1046,0.57992,0.58869,0.05216,0.053088,14086.548680498348,14383.380632643442,OK
1047,0.58869,0.59761,0.05216,0.053088,13704.568629564612,14013.291371063033,OK
1048,0.59761,0.60669,0.05216,0.053088,13329.500563869908,13644.915112898094,OK
1049,0.60669,0.61595,0.05216,0.053088,12963.106880605737,13296.914203809047,OK
1050,0.61595,0.62538,0.05216,0.053088,12607.785363692281,12952.41544899666,OK
1051,0.62538,0.635,0.05216,0.053088,12262.941605001379,12608.981815252906,OK
1052,0.635,0.64479,0.05216,0.053088,11927.57589747392,12279.695014722736,OK
1053,0.64479,0.65477,0.05216,0.053088,11596.896380691755,11947.197994301874,OK
1054,0.65477,0.66492,0.05216,0.053088,11275.303545420791,11640.91276540147,OK
1055,0.66492,0.67527,0.05216,0.053088,10961.578065049229,11334.467745627177,OK
1056,0.67527,0.68582,0.05216,0.053088,10654.974944812542,11028.652439967196,OK
1057,0.68582,0.69656,0.05216,0.053088,10359.920151530163,10735.216868954343,OK
1058,0.69656,0.70748,0.05216,0.053088,10068.349514210098,10453.666956110659,OK
1059,0.70748,0.71859,0.05216,0.053088,9786.3754097590154,10170.723585660577,OK
1060,0.71859,0.7299,0.05216,0.053088,9514.2421543209148,9912.5926137182068,OK
1061,0.7299,0.7414,0.05216,0.053088,9245.8559870343506,9640.3827849998597,OK
1062,0.7414,0.75309,0.05216,0.053088,8988.1102334862226,9378.7188033357779,OK
1063,0.75309,0.76495,0.05216,0.053088,8737.2907599932732,9132.4607082847288,OK
1064,0.76495,0.77699,0.05216,0.053088,8492.8180199216895,8883.6582563539705,OK
1065,0.77699,0.78922,0.05216,0.053088,8258.4671961026834,8648.9756709905359,OK
1066,0.78922,0.80163,0.05216,0.053088,8029.1497285926089,8424.0742612047088,OK
1067,0.80163,0.81422,0.05216,0.053088,7807.0801457904845,8201.6513153940614,OK
1068,0.81422,0.82696,0.05216,0.053088,7593.4505846763986,7979.8329684470255,OK
1069,0.82696,0.83988,0.05216,0.053088,7386.0895260585967,7775.1821837772532,OK
1070,0.83988,0.85299,0.05216,0.053088,7187.1452843312873,7574.8887958362411,OK
1071,0.85299,0.86629,0.05216,0.053088,6993.9517433833917,7378.1120713172049,OK
1072,0.86629,0.87973,0.05216,0.053088,6806.5982312441092,7189.4851665371261,OK
1073,0.87973,0.89333,0.05216,0.053088,6629.9299151482046,7005.3310197154178,OK
1074,0.89333,0.90723,0.05216,0.053088,6457.889107783667,6836.2024017294352,OK
1075,0.90723,0.92137,0.05216,0.053088,6291.9765346442146,6664.2687507255496,OK
1076,0.92137,0.93565,0.05216,0.053088,6133.6383201931912,6504.3212246314997,OK
1077,0.93565,0.95048,0.05216,0.053088,5984.7492449827596,6352.8190330472444,OK
1078,0.95048,0.96674,0.05216,0.053088,5841.9147240333905,6206.0844677809082,OK
1079,0.96674,0.98313,0.05216,0.053088,5702.9090831266894,6072.3304588975307,OK
1080,0.98313,1.001,0.05216,0.053088,5579.6914951238678,5954.3489657092287,OK
1081,0.5,0.50743,0.053088,0.05402,17917.206173383562,18133.288656925179,OK
1082,0.50743,0.51497,0.053088,0.05402,17438.942070008739,17665.206959534113,OK
1083,0.51497,0.52263,0.053088,0.05402,16963.828315471343,17204.324769924635,OK
1084,0.52263,0.53042,0.053088,0.05402,16498.488677290577,16781.52864484119,OK
1085,0.53042,0.53833,0.053088,0.05402,16006.638431433779,16424.826349002811,OK
1086,0.53833,0.54636,0.053088,0.05402,15523.823205535144,16080.39753475834,OK
1087,0.54636,0.55453,0.053088,0.05402,15149.426913035917,15598.219357771868,OK
1088,0.55453,0.56284,0.053088,0.05402,14808.177876743774,15095.154593323241,OK
1089,0.56284,0.57131,0.053088,0.05402,14408.645147592517,14710.149684081372,OK
1090,0.57131,0.57992,0.053088,0.05402,14020.155362579777,14324.701805726285,OK
1091,0.57992,0.58869,0.053088,0.05402,13638.477787895459,13958.203847979919,OK
1092,0.58869,0.59761,0.053088,0.05402,13269.847477331854,13593.226438116093,OK
1093,0.59761,0.60669,0.053088,0.05402,12907.07948171432,13238.058805404668,OK
1094,0.60669,0.61595,0.053088,0.05402,12552.921640421364,12891.749396568501,OK
1095,0.61595,0.62538,0.053088,0.05402,12211.220924054493,12560.777819383422,OK
1096,0.62538,0.635,0.053088,0.05402,11875.052444875395,12230.056121363343,OK
1097,0.635,0.64479,0.053088,0.05402,11546.865845136403,11908.789223720507,OK
1098,0.64479,0.65477,0.053088,0.05402,11231.515263968102,11597.462672884512,OK
1099,0.65477,0.66492,0.053088,0.05402,10918.383784996095,11292.214474256672,OK
1100,0.66492,0.67527,0.053088,0.05402,10618.757954563715,10987.29556282134,OK
1101,0.67527,0.68582,0.053088,0.05402,10320.017750111245,10700.52631477276,OK
1102,0.68582,0.69656,0.053088,0.05402,10034.572823677343,10417.500082367949,OK
1103,0.69656,0.70748,0.053088,0.05402,9754.0922223638681,10142.695006987178,OK
1104,0.70748,0.71859,0.053088,0.05402,9481.3781168104779,9871.3706514354326,OK
1105,0.71859,0.7299,0.053088,0.05402,9215.1753766797156,9605.9944924664615,OK
1106,0.7299,0.7414,0.053088,0.05402,8958.0202932576576,9349.2739102727046,OK
1107,0.7414,0.75309,0.053088,0.05402,8708.3035684445313,9101.3723451859551,OK
1108,0.75309,0.76495,0.053088,0.05402,8464.5039789970233,8860.5716091777686,OK
1109,0.76495,0.77699,0.053088,0.05402,8227.8980594164386,8630.8803144248177,OK
1110,0.77699,0.78922,0.053088,0.05402,7999.9270320677069,8395.7120345644144,OK
1111,0.78922,0.80163,0.053088,0.05402,7777.1805673159779,8174.9229813241418,OK
1112,0.80163,0.81422,0.053088,0.05402,7564.1616149029933,7956.3119470656129,OK
1113,0.81422,0.82696,0.053088,0.05402,7355.4638198745415,7747.8276235738194,OK
1114,0.82696,0.83988,0.053088,0.05402,7156.9899346042876,7548.9118333278966,OK
1115,0.83988,0.85299,0.053088,0.05402,6962.9142823822867,7348.8164901072259,OK
1116,0.85299,0.86629,0.053088,0.05402,6777.1976597717094,7159.123111162181,OK
1117,0.86629,0.87973,0.053088,0.05402,6595.2248459837374,6977.0017995948656,OK
1118,0.87973,0.89333,0.053088,0.05402,6424.1272892168654,6803.8809777041761,OK
1119,0.89333,0.90723,0.053088,0.05402,6258.8729539941223,6633.4644507706371,OK
1120,0.90723,0.92137,0.053088,0.05402,6100.2310921877825,6475.18146828114,OK
1121,0.92137,0.93565,0.053088,0.05402,5946.6180926515808,6317.7291894558884,OK
1122,0.93565,0.95048,0.053088,0.05402,5801.5837429808689,6174.0597277108909,OK
1123,0.95048,0.96674,0.053088,0.05402,5664.3811407153435,6030.7900930738451,OK
1124,0.96674,0.98313,0.053088,0.05402,5529.6288294016376,5903.0254521682764,OK
1125,0.98313,1.001,0.053088,0.05402,5411.5310071040731,5785.1566518547697,OK
1126,0.5,0.50743,0.05402,0.055014,17350.42714950343,17553.603440431838,OK
1127,0.50743,0.51497,0.05402,0.055014,16868.890394588318,17126.20545343378,OK
1128,0.51497,0.52263,0.05402,0.055014,16363.694860528023,16766.377773512781,OK
1129,0.52263,0.53042,0.05402,0.055014,15876.042846828359,16403.880408502377,OK
1130,0.53042,0.53833,0.05402,0.055014,15495.278428674243,15911.895825478887,OK
1131,0.53833,0.54636,0.05402,0.055014,15077.753126787193,15502.827885444472,OK
1132,0.54636,0.55453,0.05402,0.055014,14737.290215299052,15008.833385742768,OK
1133,0.55453,0.56284,0.05402,0.055014,14340.812768313748,14612.532729380351,OK
1134,0.56284,0.57131,0.05402,0.055014,13954.442447010941,14243.441838217066,OK
1135,0.57131,0.57992,0.05402,0.055014,13578.576636339865,13870.063769567456,OK
1136,0.57992,0.58869,0.05402,0.055014,13207.334322326746,13517.492325742347,OK
1137,0.58869,0.59761,0.05402,0.055014,12855.36578783085,13164.776920264008,OK
1138,0.59761,0.60669,0.05402,0.055014,12503.321328939483,12818.672934783392,OK
1139,0.60669,0.61595,0.05402,0.055014,12165.322021039221,12486.787699899165,OK
1140,0.61595,0.62538,0.05402,0.055014,11830.758969298446,12157.835531349629,OK
1141,0.62538,0.635,0.05402,0.055014,11508.494526077417,11838.134838541788,OK
1142,0.635,0.64479,0.05402,0.055014,11188.694447336107,11534.718702955244,OK
1143,0.64479,0.65477,0.05402,0.055014,10879.329735675938,11227.664445773255,OK
1144,0.65477,0.66492,0.05402,0.055014,10581.064432390349,10934.551927570537,OK
1145,0.66492,0.67527,0.05402,0.055014,10285.405292401692,10648.911331086065,OK
1146,0.67527,0.68582,0.05402,0.055014,10001.253615221895,10367.047507298072,OK
1147,0.68582,0.69656,0.05402,0.055014,9721.1364922385019,10097.778592165098,OK
1148,0.69656,0.70748,0.05402,0.055014,9450.5804062138322,9825.8121743206648,OK
1149,0.70748,0.71859,0.05402,0.055014,9186.9190203777071,9564.0076299335669,OK
1150,0.71859,0.7299,0.05402,0.055014,8929.3461618227648,9308.0086047287405,OK
1151,0.7299,0.7414,0.05402,0.055014,8681.2723503305369,9062.1802721703752,OK
1152,0.7414,0.75309,0.05402,0.055014,8437.0790215287689,8819.4706530203257,OK
1153,0.75309,0.76495,0.05402,0.055014,8205.3430002937912,8586.7446827351177,OK
1154,0.76495,0.77699,0.05402,0.055014,7974.8433944931539,8363.3873279617474,OK
1155,0.77699,0.78922,0.05402,0.055014,7753.8216823873736,8140.5122836404234,OK
1156,0.78922,0.80163,0.05402,0.055014,7538.5922279805636,7927.5174241970553,OK
1157,0.80163,0.81422,0.05402,0.055014,7332.221116220574,7716.2639887044224,OK
1158,0.81422,0.82696,0.05402,0.055014,7132.3000710436518,7515.4360036028938,OK
1159,0.82696,0.83988,0.05402,0.055014,6938.2977211070101,7318.8510539009103,OK
1160,0.83988,0.85299,0.05402,0.055014,6750.5552974837346,7127.2679334358445,OK
1161,0.85299,0.86629,0.05402,0.055014,6571.0109896072827,6945.1721570554619,OK
1162,0.86629,0.87973,0.05402,0.055014,6397.5422712991112,6766.3336296650041,OK
1163,0.87973,0.89333,0.05402,0.055014,6229.3786394771259,6596.1655851906808,OK
1164,0.89333,0.90723,0.05402,0.055014,6069.4640701117214,6434.8013190566317,OK
1165,0.90723,0.92137,0.05402,0.055014,5915.7745999980179,6276.1523225395022,OK
1166,0.92137,0.93565,0.05402,0.055014,5768.3513667363895,6132.1802570450991,OK
1167,0.93565,0.95048,0.05402,0.055014,5626.6726302377665,5988.0192880785635,OK
1168,0.95048,0.96674,0.05402,0.055014,5495.7686089555018,5846.1825193250934,OK
1169,0.96674,0.98313,0.05402,0.055014,5365.6935131871332,5727.6238649527231,OK
1170,0.98313,1.001,0.05402,0.055014,5249.3984302974532,5614.3547879616899,OK
1171,0.5,0.50743,0.055014,0.056011,16759.843805854907,17024.023233672837,OK
1172,0.50743,0.51497,0.055014,0.056011,16259.271153575224,16663.902163312359,OK
1173,0.51497,0.52263,0.055014,0.056011,15774.551056576696,16309.777670573823,OK
1174,0.52263,0.53042,0.055014,0.056011,15396.678482245177,15819.667336358092,OK
1175,0.53042,0.53833,0.055014,0.056011,14951.872515946101,15462.741176028016,OK
1176,0.53833,0.54636,0.055014,0.056011,14647.533529335076,14913.916225622988,OK
1177,0.54636,0.55453,0.055014,0.056011,14256.880715567528,14530.109032265753,OK
1178,0.55453,0.56284,0.055014,0.056011,13871.122058606416,14155.208012323637,OK
1179,0.56284,0.57131,0.055014,0.056011,13499.484297630817,13793.641330444183,OK
