a,b,lambda1,lambda2,lambda3,lambda4
0.65,0.81,56.80471367171654,125.7235605936896,139.2619781065825,216.05705420722208
0.65,0.82,56.086171909176144,124.31526969213942,137.31554396917102,213.83038511650685
0.65,0.83,55.38949193120607,122.92540981856365,135.45171618306665,211.62032438882494
0.65,0.84,54.71372475752175,121.55207634494633,133.66812641607663,209.4227162659947
0.65,0.85,54.057973981376456,120.19367239893238,131.96232488340138,207.23374919529465
0.65,0.86,53.42139225849995,118.84894635295737,130.33172881346286,205.05006440189692
0.65,0.87,52.803178068996836,117.51701620486573,128.7735849896976,202.86887327938197
0.65,0.88,52.202572728074344,116.19737558865509,127.28495156033141,200.68807166864894
0.65,0.89,51.6188576238607,114.88987845250674,125.86270201421097,198.5063357747544
0.65,0.9,51.05135166269292,113.59470264758626,124.503551018824,196.3231835239723
0.700,0.026,16273.506100282984,18442.737054310393,20254.329173769449,21879.986599638032,23462.084674623668
0.7,0.03,12377.08116616327,14198.959702104441,15753.084940336374,17194.627700826655
0.7,0.04,7141.946464018534,8416.56022765745,9513.397647359156,10526.777021486854
0.7,0.05,4682.100227372688,5655.131636413623,6504.700059854759,7296.081538355971
0.7,0.06,3326.7501561984004,4110.156984182551,4804.096138546452,5456.955773942374
0.7,0.07,2498.4776913557935,3152.520482346572,3739.7265290263686,4297.461421722549
0.7,0.08,1954.009248011919,2514.658586655967,3024.3395104051915,3512.702252081182
0.7,0.09,1576.1598421470085,2066.5006299145984,2517.4612406968454,2953.01563105422
0.7,0.1,1302.7173315388436,1738.3895946391337,2143.4184095138135,2537.43361406033
0.7,0.11,1098.1159250584321,1490.1728384379508,1858.3421788789622,2218.8159908690113
0.7,0.12,940.8010117577329,1297.3235081096693,1635.2901331471357,1968.0892306848355
0.7,0.13,817.0772957551376,1144.1401335324354,1456.924986500842,1766.4674921062278
0.7,0.14,717.8963991590894,1020.1738044806747,1311.6519928144257,1601.335757894019
0.7,0.15,637.080434250107,918.240791995336,1191.461675792933,1463.9432933426074
0.7,0.16,570.2914822326132,833.2631142933666,1090.6663569457983,1348.048397847712
0.7,0.17,514.4089975988305,761.5642244386918,1005.1297453021916,1249.089217384968
0.7,0.18,467.14029755261566,700.4260442528359,931.7806296390946,1163.658324953406
0.7,0.19,426.7693652918,647.8018294163691,868.2965311108312,1089.1593346275602
0.7,0.2,391.9904793931918,602.1250503238862,812.8924117213129,1023.5761770018626
0.7,0.21,361.79539654983694,562.1791658087226,764.1762137460383,965.3141814278866
0.7,0.22,335.39522507045973,527.0070162224457,721.0480103688081,913.0883771677236
0.7,0.23,312.16529260163554,495.84659057507355,682.6282693153557,865.8442868458995
0.7,0.24,291.6055732235837,468.084714974059,648.2059512343474,822.7030337641561
0.7,0.25,273.31184138696943,443.2231468917188,617.2003719856791,782.9272925850012
0.7,0.26,256.9543475375627,420.85340328764306,589.1327761269437,745.9073266644684
0.7,0.27,242.26185020514552,400.63783280771224,563.6048665134413,711.1649426029155
0.7,0.28,229.00951708511246,382.2952154153369,540.2823862206324,678.3654930476002
0.7,0.29,217.00965737888023,365.58968757977686,518.8824183820226,647.3187020462391
0.7,0.3,206.1045510775513,350.3221395901217,499.16345805158926,617.9521093266766
0.7,0.31,196.16084871951833,336.3234710315395,480.91758150028875,590.2615389788197
0.7,0.32,187.06515955694348,323.44925736531366,463.9642336169724,564.2610311158404
0.7,0.33,178.72054771352566,311.57549840975895,448.1453005123358,539.9508986899609
0.7,0.34,171.04372834417774,300.5952037549995,433.3212497383773,517.3064685673054
0.7,0.35,163.9628080048227,290.4156310362601,419.368214338245,496.27988422216015
0.7,0.36,157.4154514595939,280.95603747438224,406.1759693778994,476.8067363068064
0.7,0.37,151.34738512230172,272.1458379140189,393.64678834266414,458.8126028990247
0.7,0.38,145.711168098005,263.92308703262165,381.69514623069324,442.21757208608113
0.7,0.39,140.46517734899467,256.23322175606575,370.2481279269783,426.9385203343613
0.7,0.4,135.57276526201932,249.0280138262971,359.2462044123962,412.8897247818499
0.7,0.41,131.00155684017105,242.2646930848149,348.6438275154728,399.9827307421904
0.7,0.42,126.7228606048671,235.9052102016677,338.4092181935768,388.126427198528
0.7,0.43,122.71117259257365,229.91561390346354,328.5229261205104,377.2279953514803
0.7,0.44,118.94375695169332,224.26552268381286,318.97519673972255,367.194859316539
0.7,0.45,115.40028986815702,218.927674846317,309.7626577699261,357.9372336007853
0.7,0.46,112.06255608655452,213.87754378257992,300.8850508102448,349.3706075980718
0.7,0.47,108.91418930160992,209.09300780914577,292.3426016983281,341.41761231602857
0.7,0.48,105.94044929427982,204.55406582039961,284.13429599157007,334.0090244362879
0.7,0.49,103.12802996568915,200.24259156437824,276.2570178265405,327.0839599840698
0.7,0.5,100.46489345095593,196.14212059817638,268.7053393796478,320.5894741987097
0.7,0.51,97.94012632597773,192.23766499158006,261.4717127485574,314.4798155996319
0.7,0.52,95.54381459472691,188.51555167100244,254.5468589497,308.71553709118234
0.7,0.53,93.26693469453282,184.9632809686703,247.9202152157745,303.2625992675196
0.7,0.54,91.10125820689956,181.56940249432392,241.5803611771013,298.09154115283576
0.7,0.55,89.03926833112747,178.32340590158984,235.5153867095374,293.17675129029715
0.7,0.56,87.07408648352056,175.21562449813976,229.71319000998898,288.49584642743895
0.7,0.57,85.19940763735589,172.23714996143704,224.16170821252348,284.02915153453307
0.7,0.58,83.40944322909807,169.37975668341417,218.84908901329922,279.75926904218903
0.7,0.59,81.69887063125742,166.63583448625855,213.76381363340712,275.67072365011035
0.7,0.6,80.0627883390524,163.99832863632338,208.8947811407884,271.7496696926576
0.7,0.61,78.49667614087956,161.46068623966246,204.2313629124391,267.9836495966265
0.7,0.62,76.99635964625028,159.01680823638804,199.7634345079262,264.36139376442276
0.7,0.63,75.55797863228072,156.66100632615795,195.48139076472975,260.872653937862
0.7,0.64,74.17795874392088,154.387964257343,191.3761486471629,257.5080636118914
0.7,0.65,72.85298614594862,152.19270300051306,187.4391413190217,254.25902033842993
0.7,0.66,71.57998477839493,150.07054940594844,183.66230605585002,251.11758580084478
0.7,0.67,70.3560959127361,148.01710801644248,180.03806793781038,248.07640037856868
0.7,0.68,69.17865974538957,146.02823577293998,176.55932073665156,245.12860959492053
0.7,0.69,68.0451987985458,144.1000194125889,173.21940599971626,242.26780038214386
0.7,0.7,66.95340292736795,142.22875541757853,170.01209101504583,239.48794553587973
0.7,0.71,65.90111575737036,140.41093242858642,166.9315460933074,236.78335509164253
0.7,0.72,64.88632239737876,138.6432160885727,163.9723214094493,234.148633659266
0.7,0.73,63.90713829207061,136.92243632876128,161.1293234983748,231.5786430148537
0.7,0.74,62.961799094238366,135.24557714651047,158.39779138795092,229.06846948759184
0.7,0.75,62.04865145097961,133.60976894952955,155.77327227634348,226.6133959018335
0.7,0.76,61.16614461026397,132.01228354683707,153.2515966194878,224.20887805099693
0.7,0.77,60.312822764971756,130.4505318466081,150.8288524911117,221.85052589281946
0.7,0.78,59.487318060880156,128.92206426712087,148.5013591170962,219.53408986417932
0.7,0.79,58.688344203232084,127.4245737725131,146.26563957194273,217.25545290908622
0.7,0.8,57.9146906036763,125.95590130661938,144.11839275973938,215.01062897714462
0.7,0.81,57.165217015755424,124.51404321808985,142.05646498159703,212.79576885099578
0.7,0.82,56.43884861256257,123.09716005973853,140.07682160334852,210.60717415524405
0.7,0.83,55.73457146523329,121.7035859269763,138.1765195587727,208.4413202295124
0.7,0.84,55.05142838509383,120.3318373076146,136.3526816202061,206.2948881522738
0.7,0.85,54.38851509629845,118.98062028971634,134.60247349911933,204.16480552770963
0.7,0.86,53.74497670906027,117.64883495638924,132.9230848619513,202.04829467580797
0.7,0.87,53.120004466622234,116.33557591798657,131.3117152303584,199.9429256425733
0.7,0.88,52.51283274183151,115.04012820206889,129.76556547036128,197.84667011153107
0.7,0.89,51.92273626152304,113.76195811990029,128.28183518165076,195.75795109401238
0.7,0.9,51.349027539052344,112.50069920477368,126.85772582670258,193.67568252641658
0.750,0.026,16296.858025057827,18426.664571269652,20249.419237516966,21898.573155363913,23466.091600908585
0.75,0.03,12398.88421541698,14190.35640508022,15752.98494317048,17214.832335182233
0.75,0.04,7156.867820700195,8409.738852831011,9512.776711593462,10539.45893932356
0.75,0.05,4693.61901185832,5650.138177051245,6504.6041234378645,7306.129156925897
0.75,0.06,3336.225291599257,4106.513072962647,4804.550311515107,5465.718485933379
0.75,0.07,2506.5814617019773,3149.848212572635,3740.6269370072605,4305.452246120237
0.75,0.08,1961.1244540431712,2512.6979865553535,3025.592231840795,3520.177853121399
0.75,0.09,1582.52527456085,2065.0727555114227,2518.995502418852,2960.1280823442994
0.75,0.1,1308.4918540083343,1737.3680816328058,2145.182058471897,2544.282259670435
0.75,0.11,1103.4104715872395,1489.4658653274628,1860.2964560053883,2225.4697244072468
0.75,0.12,945.6960621669065,1296.8625769453329,1637.405869561303,1974.5977625952821
0.75,0.13,821.6330862046401,1143.872964340106,1459.1800397961738,1772.8676774097842
0.75,0.14,722.1592114112234,1020.0597117401737,1314.029532721347,1607.6553600608459
0.75,0.15,641.0866380086628,918.2475903372883,1193.9490255682285,1470.2032443714538
0.75,0.16,574.0702259913015,833.364991313301,1093.2541991623943,1354.2640607830513
0.75,0.17,517.9840532387042,761.7402415287919,1007.8115712437038,1255.2708815449923
0.75,0.18,470.5313567868352,700.65905564101,934.5523560846739,1169.8109970786575
0.75,0.19,429.992970631807,648.0776863063982,871.1562360087387,1095.2817634785213
0.75,0.2,395.06070528585315,602.4320036715544,815.8401575744791,1029.658939235724
0.75,0.21,364.72435600421494,562.5074103153758,767.2139384947568,971.3365724378597
0.75,0.22,338.1934520569562,527.348336630523,724.1794725520135,919.0138638930296
0.75,0.23,314.8420345316721,496.1940833840276,685.8590387135406,871.6145896064278
0.75,0.24,294.16901737429,468.4325666753068,651.543438812494,828.2319051900578
0.75,0.25,275.76929215685675,443.5664552084984,620.6538941122425,788.0971829386588
0.75,0.26,259.312366664433,421.18803160356265,592.7136477635378,750.5748363061311
0.75,0.27,244.52636878186675,400.96029054660386,567.3265160558674,715.180835525736
0.75,0.28,231.18592588644276,382.60255895941276,544.1604802616331,681.6067556609178
0.75,0.29,219.1028803550717,365.8794376231575,522.9349767368444,649.7165694724728
0.75,0.3,208.11910567014064,350.5922117773131,503.4109262245966,619.4981242164338
0.75,0.31,198.10089577705557,336.57211743290236,485.3828070114809,590.9907453746328
0.75,0.32,188.93454497892122,323.67501686561985,468.67226142987585,564.227201550105
0.75,0.33,180.5228374662215,311.7771544820486,453.12285887467414,539.2074475786039
0.75,0.34,172.78223812677223,300.7717483944847,438.5957418549018,515.8971302370979
0.75,0.35,165.64062856743251,290.56623386331654,424.96597328264016,494.2371587798695
0.75,0.36,159.0354703627416,281.0800191984444,412.119503266171,474.15505786596833
0.75,0.37,152.912305564143,272.24264749457427,399.9508044155838,455.5741420609478
0.75,0.38,147.2235253095991,263.99228198898896,388.3614021951461,438.4194511361474
0.75,0.39,141.92735295901505,256.27445117017436,377.25972946614155,422.62035227094253
0.75,0.4,136.98699995525237,249.04100365823214,366.562836037621,408.109863476133
0.75,0.41,132.3699615733011,242.24923348259023,356.20019671834655,394.820967121345
0.75,0.42,128.04742659469568,235.86114453793604,346.118876080757,382.681027124104
0.75,0.43,123.99378025356226,229.84282931437716,336.2878512087139,371.6067558501283
0.75,0.44,120.18618392875088,224.16394192109442,326.6986311833657,361.5027482634708
0.75,0.45,116.60421828620342,218.7972492841754,317.36080456994824,352.2650470035968
0.75,0.46,113.22957911794656,213.7182474469139,308.2940875582501,343.78822106288743
0.75,0.47,110.04581713681414,208.90483231941647,299.52020527690723,335.9726559636595
0.75,0.48,107.03811458740738,204.3370161539373,291.05718578026114,328.7294910118066
0.75,0.49,104.19309281608585,199.99668257080486,282.916698600074,321.98257755790274
0.75,0.5,101.49864597280032,195.86737420715681,275.1037004279452,315.66819609291906
0.75,0.51,98.94379685058126,191.9341080716647,267.61732094227364,309.73359650733494
0.75,0.52,96.51857154402654,188.1832145106959,260.4521777305054,304.1351683176234
0.75,0.53,94.21389015917576,184.60219636353108,253.5996716138504,298.8366846078742
0.75,0.54,92.0214712578433,181.17960543584056,247.0490774992439,293.80779944443043
0.75,0.55,89.93374809026135,177.90493387553076,240.78839033070324,289.022834204903
0.75,0.56,87.94379497554156,174.76851841139762,234.8049488341201,284.45982543542857
0.75,0.57,86.04526244258352,171.76145572774973,229.08587944179612,280.09978753056714
0.75,0.58,84.23231995465159,168.87552750948564,223.61840308616016,275.926143627711
0.75,0.59,82.49960521608024,166.10313391060325,218.39004094136982,271.92428511512287
0.75,0.6,80.8421792066102,163.43723438349016,213.38874727594234,268.0812284461363
0.75,0.61,79.25548621189391,160.87129496189542,208.60299049670957,264.3853453838121
0.75,0.62,77.73531822259076,158.39924122272353,204.0217977921428,260.82614878989807
0.75,0.63,76.27778316203293,156.01541626468338,199.63477448031074,257.3941206602611
0.75,0.64,74.87927647666851,153.7145431385135,195.4321059955689,254.080572534414
0.75,0.65,73.53645568649749,151.49169124693407,191.40454814819762,250.87753093314907
0.75,0.66,72.24621754634254,149.34224630444731,187.54340963672797,247.77764233354293
0.75,0.67,71.00567751473078,147.26188350979047,183.8405296076442,244.77409355464604
0.75,0.68,69.81215126621194,145.2465436377951,180.28825220952686,241.86054443468572
0.75,0.69,68.6631380167121,143.29241180433277,176.8793994828697,239.03107043125326
0.75,0.7,67.55630546041742,141.39589869777103,173.60724349436575,236.28011334118588
0.75,0.71,66.48947614162114,139.5536241035765,170.46547831636232,233.6024387690528
0.75,0.72,65.4606151064992,137.76240257501462,167.4481922347525,230.99309930968514
0.75,0.73,64.46781869853264,136.01923112229179,164.54984041745737,228.44740267845555
0.75,0.74,63.50930437734301,134.32127880388256,161.76521817416076,225.9608842422025
0.75,0.75,62.583401454901654,132.6658781071251,159.08943487489495,223.529283588091
0.75,0.76,61.68854265529638,131.0505179994313,156.51788856165967,221.1485249261871
0.75,0.77,60.823256414889535,129.47283851654038,154.04624127819,218.8147012597382
0.75,0.78,59.98615984917998,127.93062673038047,151.67039515327662,216.52406237662032
0.75,0.79,59.17595232075029,126.42181390721974,149.38646929841616,214.2730068138121
0.75,0.8,58.39140954996018,124.94447362921096,147.190777616901,212.0580780181769
0.75,0.81,57.631378216347755,123.4968206124381,145.07980766335612,209.8759649604951
0.75,0.82,56.89477100426583,122.07720991696611,143.05020073464078,207.72350744162725
0.75,0.83,56.18056205121257,120.68413621477177,141.09873340813684,205.59770624277868
0.75,0.84,55.48778276162748,119.3162327662001,139.22230076522027,203.49573809933014
0.75,0.85,54.81551795278305,117.97226976027764,137.41790153966787,201.41497520659357
0.75,0.86,54.16290230284,116.65115170348598,135.68262540861642,199.3530085944437
0.75,0.87,53.52911707407862,115.35191359689324,134.01364259496438,197.30767425128025
0.75,0.88,52.91338708707202,114.07371572149074,132.40819587701503,195.27708037701953
0.75,0.89,52.31497792392664,112.8158369507858,130.8635950081381,193.25963366742536
0.75,0.9,51.733193340865434,111.57766661933859,129.3772134456694,191.25406216991098
0.800,0.026,16329.36955596886,18416.875872155932,20234.291160932698,21906.523595077553,23487.569522340076
0.8,0.03,12427.26292980348,14184.757831186515,15742.709448922704,17217.823428257838
0.8,0.04,7177.119482592968,8406.569013289634,9506.95826568842,10546.158989942753
0.8,0.05,4709.5261066531175,5648.461085065069,6500.977943456219,7312.802938370354
0.8,0.06,3349.4269985960195,4105.836224502137,4802.399399171863,5472.251322125001
0.8,0.07,2517.9278613597717,3149.857320624803,3739.5326311890517,4311.946943452589
0.8,0.08,1971.11195065599,2513.186256227568,3025.277319805155,3526.6976538159947
0.8,0.09,1591.4685633566173,2065.8998517285263,2519.2689651605533,2966.707314728942
0.8,0.1,1316.6028357727293,1738.4356250270764,2145.9081098967154,2550.9420357775
0.8,0.11,1110.8386377172699,1490.7028317742888,1861.375909573833,2232.225882738637
0.8,0.12,952.5509097473868,1298.2164135531978,1638.7646381406275,1981.464733272953
0.8,0.13,827.9973600871307,1145.30401212259,1460.7618368963972,1779.8605776458019
0.8,0.14,728.0971230301185,1021.5375840999858,1315.7910981747407,1614.7913183706335
0.8,0.15,646.649174761161,919.7487428628726,1195.8569094192876,1477.5023674209538
0.8,0.16,579.2986967015464,834.8710400763557,1095.2825364249159,1361.7502137133645
0.8,0.17,522.9125229152576,763.2367662244218,1009.9405063051043,1262.972330746659
0.8,0.18,475.18835935295186,702.1347260763296,936.7669064459038,1177.7608627336476
0.8,0.19,434.40273939459627,649.523610550729,873.4454627655884,1103.5180861052174
0.8,0.2,399.2440736784756,603.8412321177044,818.1965574212462,1038.2239127166347
0.8,0.21,368.6994282514043,563.8745520435672,769.6330017208841,980.2740384867636
0.8,0.22,341.9761103818092,528.6692584398621,726.6593706844244,928.3633812853923
0.8,0.23,318.4463283456998,497.4656708791355,688.4004183065832,881.3992822832217
0.8,0.24,297.6074660040388,469.6525327532345,654.1493068932394,838.4365121661507
0.8,0.25,279.0531233641371,444.73318530698697,623.3295874682209,798.6349353796944
0.8,0.26,262.45170688613655,422.30045783904944,595.4668835603335,761.2525798798498
0.8,0.27,247.5303966318069,402.0177888131152,570.1675257629217,725.6925166952378
0.8,0.28,234.06299738584934,383.60486445242907,547.102232839723,691.5905866747784
0.8,0.29,221.8606321701795,366.8265752683746,525.9935004845121,658.8603899114333
0.8,0.3,210.76454106223233,351.48443879902294,506.60574112751465,627.6157656002487
0.8,0.31,200.64045682581204,337.40987586614983,488.73747960644545,598.0224437788019
0.8,0.32,191.37417379992354,324.4588942526629,472.2150892481788,570.1931503307269
0.8,0.33,182.8680285203677,312.50785133198303,456.88767567751785,544.159979691325
0.8,0.34,175.03808325405404,301.4500512512033,442.62279686025465,519.8900307994919
0.8,0.35,167.81185602574493,291.1929930375906,429.3027566154289,497.3106326310395
0.8,0.36,161.12647888582146,281.65613038931275,416.8212303283474,476.3302881894235
0.8,0.37,154.92719424791377,272.7690366615937,405.07998074375166,456.8531791603312
0.8,0.38,149.16611997792745,264.46989294763466,393.9854124562778,438.7888132457362
0.8,0.39,143.8012295373806,256.70423547380574,383.4447466823716,422.05878388082465
0.8,0.4,138.79550528393824,249.42391240430626,373.3618335980449,406.6019484061844
0.8,0.41,134.11623201590314,242.58621074276212,363.63347081686834,392.37801114093185
0.8,0.42,129.73440473697266,236.15312216270962,354.1492595494559,379.36699685993653
0.8,0.43,125.62422993919222,230.09072290575284,344.80130271717445,367.5586123725782
0.8,0.44,121.76270383941903,224.36864780246805,335.5091904024326,356.9262227334828
0.8,0.45,118.12925424153318,218.95964232670434,326.2505825292532,347.3952272401577
0.8,0.46,114.70543524491245,213.83917963712057,317.0685919891764,338.83468216474085
0.8,0.47,111.47466603654816,208.98513197416705,308.04342952468124,331.0847331050136
0.8,0.48,108.42200660992685,204.37748770756605,299.25443392515416,323.9937427683837
0.8,0.49,105.53396453828415,199.99810687465822,290.75929045319964,317.43831235527665
0.8,0.5,102.79832796288541,195.8305092956127,282.59138057973166,311.3252501025949
0.8,0.51,100.20402079141562,191.85969036021837,274.76505663981084,305.58568781257367
0.8,0.52,97.74097677915263,188.07196040203436,267.281895606759,300.1682847031607
0.8,0.53,95.40002971746021,184.45480424615383,260.13558368747584,295.0338602417741
0.8,0.54,93.17281740642335,180.99675806761272,253.3152292021605,290.151652098471
0.8,0.55,91.05169745961517,177.68730115083702,246.8074800011305,285.496817002435
0.8,0.56,89.02967329582134,174.5167605161292,240.59784052544893,281.0487739589173
0.8,0.57,87.10032892605386,171.47622669072132,234.67147846350957,276.79009498569405
0.8,0.58,85.25777135540234,168.55747916190913,229.01371146176325,272.70574855532317
0.8,0.59,83.49657959499119,165.75292026722295,223.61029400690842,268.7825717678195
0.8,0.6,81.81175942663926,163.05551645921935,218.44757930634148,265.0088930236987
0.8,0.61,80.1987031863618,160.45874603629787,213.512602802041,261.37425556746376
0.8,0.62,78.65315393684945,157.9565525610719,208.7931165628595,257.8692100255368
0.8,0.63,77.17117348699558,155.54330329798645,204.27759304577674,254.48515513885872
0.8,0.64,75.74911379088289,153.21375209566582,199.9552100118072,251.21421287889254
0.8,0.65,74.38359132196557,150.96300621917257,195.81582415833267,248.04912860935295
0.8,0.66,73.07146407185968,148.7864967053312,191.84993833877502,244.98318986677936
0.8,0.67,71.80981086927858,146.6799518721597,188.04866550807364,242.01015925971
0.8,0.68,70.59591275383772,144.63937366254675,184.40369140637986,239.12421828445383
0.8,0.69,69.42723617332508,142.66101654379437,180.90723725601535,236.31991974657018
0.8,0.7,68.30141780204539,140.74136871937972,177.55202326166705,233.59214710064734
0.8,0.71,67.216250802814,138.87713543771048,174.33123338415257,230.93607946634992
0.8,0.72,66.16967237690832,137.06522420570684,171.23848164888358,228.34716140383875
0.8,0.73,65.15975246495817,135.30273173270513,168.2677801147749,225.8210767748242
0.8,0.74,64.18468347797142,133.58693244313588,165.41350854429163,223.35372620165145
0.8,0.75,63.24277095193362,131.91526840502425,162.67038576510024,220.94120778319146
0.8,0.76,62.33242503161925,130.28534052598644,160.033442687042,218.5798008431496
0.8,0.77,61.45215270004471,128.6949008695607,157.4979969281289,216.2659525809295
0.8,0.78,60.60055067943061,127.14184594347266,155.05962900424313,213.9962675705478
0.8,0.79,59.77629893771587,125.62421080821795,152.71416004525125,211.76750011005373
0.8,0.8,58.978154741902266,124.14016385063067,150.45763101218347,209.57654946124714
0.8,0.81,58.204947205912376,122.68800206405602,148.28628340332813,207.4204580335933
0.8,0.82,57.455572286199605,121.26614667567809,146.1965414491034,205.29641255263357
0.8,0.83,56.72898818327394,119.87313896380171,144.18499580445672,203.20174820594897
0.8,0.84,56.02421111171697,118.50763611493639,142.24838875183306,201.1339556743544
0.8,0.85,55.340311405099754,117.16840698286052,140.3836009259857,199.09069082873913
0.8,0.86,54.6764099256133,115.854327630333,138.58763956374278,197.06978670515457
0.8,0.87,54.03167475130269,114.56437655830287,136.85762826716348,195.06926716936073
0.8,0.88,53.405318116462325,113.29762955677141,135.19079824826238,193.08736146238314
0.8,0.89,52.79659358318682,112.05325414422597,133.5844809988794,191.12251860505128
0.8,0.9,52.204793424174134,110.83050359698395,132.03610230254955,189.17342046447033
0.850,0.026,16375.582598844434,18419.901100635143,20218.255318474126,21896.466483599823,23499.159318434198
0.85,0.03,12465.690842122098,14187.80570277425,15728.399826492467,17200.356869494735
0.85,0.04,7205.456489952427,8411.15426685151,9501.006391607518,10543.071479050683
0.85,0.05,4732.114880300289,5653.438448710426,6498.155567513538,7313.198917283632
0.85,0.06,3368.3095315730457,4110.955298699691,4801.38883550163,5474.274612056489
0.85,0.07,2534.2066741914205,3154.9978005482044,3739.715308208902,4315.030142109503
0.85,0.08,1985.4468389771926,2518.2736571127793,3026.2787090626166,3530.5503928969047
0.85,0.09,1604.285504873621,2070.8853320933727,2520.8409367587424,2971.1442944967284
0.85,0.1,1328.1932900488043,1743.2867206594726,2147.878655267852,2555.8365775538145
0.85,0.11,1121.4114547302568,1495.3981199059465,1863.6221927380648,2237.49046960697
0.85,0.12,962.2615231778987,1302.7421895660991,1641.1971072304732,1987.0404301133267
0.85,0.13,836.9651731824351,1149.652110210885,1463.314311056821,1785.7106233801067
0.85,0.14,736.4163508832148,1025.7038828054922,1318.414301339678,1620.8971835889183
0.85,0.15,654.3958689764871,923.732100549427,1198.5140899844419,1483.8614904234867
0.85,0.16,586.5354472708417,838.6725135977873,1097.946404012057,1368.3750203170805
0.85,0.17,529.6916963616054,766.8590248219908,1012.5910333607836,1269.8903639132348
0.85,0.18,481.554386438331,705.5816052961217,939.3897183602999,1185.015994899094
0.85,0.19,440.39376931167493,652.7997698069178,876.0306416076876,1111.1728848174132
0.85,0.2,404.8931959774214,606.9518907999939,820.737744996976,1046.3632550083075
0.85,0.21,374.03559346547024,566.8252861255803,772.1267252254777,989.0099074158577
0.85,0.22,347.0248364534517,531.4658441887742,729.1045383922061,937.8400934678045
0.85,0.23,323.23025193395694,500.1139654668221,690.7979489256174,891.7963184266961
0.85,0.24,302.14677948263807,472.1583838698765,656.5018675553623,849.9607208559387
0.85,0.25,283.3659261811352,447.1023635894382,625.6414237344866,811.4823504332238
0.85,0.26,266.5542917540346,424.5386072311196,597.7437315308348,775.5055916864883
0.85,0.27,251.4374853870706,404.1303909890074,572.4166022662235,741.1384641095739
0.85,0.28,237.787937434644,385.5972142317613,549.3323054630058,707.5908491457412
0.85,0.29,225.41556166611434,368.70376458273387,528.2150456048734,674.5449594093077
0.85,0.3,214.16052897704188,353.251347272952,508.8312059611327,642.3134040098631
0.85,0.31,203.8876226337632,339.0711664763095,490.9816747330514,611.4406310015091
0.85,0.32,194.48179043856817,326.01901284966067,474.4957527203009,582.3028560745637
0.85,0.33,185.8446115029804,313.9710290653978,459.2262710911601,555.0438072991329
0.85,0.34,177.89146821602793,302.8203091426413,445.0456391733669,529.6553628999843
0.85,0.35,170.5492665361758,292.47414811037726,431.84260592675156,506.0529787898395
0.85,0.36,163.7545860072397,282.8518028931146,419.5195608641712,484.12023244721735
0.85,0.37,157.45216905680928,273.8826580343258,407.99022228809633,463.73188605305955
0.85,0.38,151.5936800456275,265.5047142395444,397.1775583180973,444.76531624735986
0.85,0.39,146.13668020157803,257.6633360239283,387.01174241063995,427.1061843097254
0.85,0.4,141.04377640583087,250.31020861172757,377.42781192406716,410.6516111971093
0.85,0.41,136.28191080807395,243.4024648161618,368.36233976257284,395.31301901270655
0.85,0.42,131.82176515792827,236.90195076422955,359.7474399734302,381.0210548310242
0.85,0.43,127.63725907689418,230.77460563081195,351.4975629290951,367.73751057674895
0.85,0.44,123.7051256455653,224.989935457348,343.4765322781713,355.486970288731
0.85,0.45,120.00455092762851,219.52056498140772,335.4221598923796,344.4309367927181
0.85,0.46,116.51686660887992,214.3418544433666,326.915776149474,334.89713938359375
0.85,0.47,113.22528695292407,209.43157074786922,317.8265108900655,326.9342005875801
0.85,0.48,110.11468288637883,204.7696042824259,308.5777293215484,320.0442581263909
0.85,0.49,107.17138731552804,200.33772423900882,299.53838074356366,313.79077825825703
0.85,0.5,104.38302681303959,196.11936652873237,290.8550596868178,307.9657521765886
0.85,0.51,101.73837565100654,192.09944938727733,282.5686449366552,302.4724003869847
0.85,0.52,99.22722883663137,188.2642125886164,274.6806715095936,297.25822049160655
0.85,0.53,96.84029136115794,184.60107685452326,267.17804451603416,292.2897605328695
0.85,0.54,94.56908132654242,181.0985205970195,260.04232094079543,287.54288374689844
0.85,0.55,92.40584498738089,177.74597158385436,253.25345781426614,282.9986189925256
0.85,0.56,90.34348205353,174.53371149180774,246.7914198634457,278.64119734283594
0.85,0.57,88.37547985381075,171.45279162357124,240.63688681795497,274.45702902130574
0.85,0.58,86.49585517307183,168.49495832301375,234.7715543963806,270.4341217211995
0.85,0.59,84.69910275180676,165.65258684045892,229.17824211361807,266.5617228618174
0.85,0.6,82.98014958529538,162.9186225810834,223.84090630567385,262.8300836338076
0.85,0.61,81.33431428367405,160.28652882257146,218.7446063637865,259.23029357601916
0.85,0.62,79.75727085866001,157.75024011698562,213.87544860291084,255.75415841578035
0.85,0.63,78.24501639128951,155.3041207009272,209.2205205756012,252.3941058863687
0.85,0.64,76.79384210969806,152.94292733047962,204.76782266212538,249.14311053494936
0.85,0.65,75.40030746961524,150.6617760358377,200.50620057730237,245.99463200209684
0.85,0.66,74.06121688438633,148.45611235719414,196.42528068509625,242.94256324523778
0.85,0.67,72.77359879761853,146.32168468018776,192.51540903407758,239.98118636711726
0.85,0.68,71.5346868311057,144.25452033718193,188.76759447496894,237.10513444682672
0.85,0.69,70.3419027746562,142.25090418158234,185.1734559108699,234.30935824405466
0.85,0.7,69.19284121377075,140.3073593768393,181.72517355961196,231.58909696189335
0.85,0.71,68.08525561619683,138.4206301707027,178.41544401813513,228.93985247054883
