a,b,lambda1,lambda2,lambda3,lambda4
1.020,0.500,112.1545022805458,200.32131268409233,298.40757425324239,329.99480106931151,423.62663383190136
1.020,0.510,109.23664580785551,196.01139214758868,291.7824497912315,321.67058830075746,415.72761461759922
1.020,0.520,106.4663151527528,191.90048961776182,285.303010383436,313.94003681688349,408.03841067270247
1.020,0.530,103.83326136179338,187.97513898715619,278.96081715235812,306.76073375058587,400.53537751865917
1.020,0.540,101.32812731503907,184.22301458206644,272.75430960307853,300.08767885297408,393.19875127985006
1.020,0.550,98.942360555848865,180.63281511132453,266.68747381474458,293.8742874040671,386.0131436651522
1.020,0.560,96.668124845196999,177.19415890544443,260.76760701869802,288.07411507676761,378.96750799965395
1.020,0.570,94.498231494714048,173.89749484652589,255.00320733375534,282.64269902964867,372.05512477702956
1.020,0.580,92.426074618063922,170.73402380295539,249.4022010076456,277.5390066922663,365.27311453854406
1.020,0.590,90.445574908691626,167.69562592906803,243.97083335024973,272.72627680425683,358.62170789407327
1.020,0.600,88.551128918615476,164.77479713955171,238.71316694514422,268.17226568106685,352.10333390991235
1.020,0.610,86.737565061382043,161.96459526453646,233.63104760537331,263.84908414590228,345.72170549933048
1.020,0.620,85.000103179087972,159.2585872944222,228.72431361720055,259.73277173595227,339.48096355973047
1.020,0.630,83.33431979648978,156.650805798389,223.99115440856036,255.80278895389858,333.38505075720309
1.020,0.640,81.736114925097027,154.13571006292199,219.42843588027952,252.04150666348434,327.4372287979815
1.020,0.650,80.201740042549019,151.70852618881077,215.03310296358796,248.43540233213022,321.64336676016183
1.020,0.660,78.727552969905645,149.36368487714068,210.79838033045183,244.96782547432417,315.99789116385625
1.020,0.670,77.310315182973156,147.0971003312043,206.71987192819205,241.62901048043375,310.50431352762223
1.020,0.680,75.946974152249908,144.90461314717027,202.79233656629097,238.40883252910254,305.16259590611708
1.020,0.690,74.634680806715096,142.78235160738731,199.01014061588415,235.29834512735917,299.97157061519891
1.020,0.700,73.370771417149896,140.72664890727714,195.36764107875203,232.28938843649388,294.92909550680361
1.020,0.710,72.152754695048515,138.73413345446579,191.85912897245652,229.37501283413394,290.03279257427278
1.020,0.720,70.978312248001288,136.80159725295522,188.4792261950488,226.54843889804624,285.27987535842789
1.020,0.730,69.845273195722626,134.92610217298301,185.22270419498193,223.80397128448976,280.66756707846952
1.020,0.740,68.75159001916704,133.10482376906472,182.08417073913247,221.13607700787378,276.1921312825757
1.020,0.750,67.695354456737505,131.33515375371576,179.05870669351273,218.53985988223388,271.85034209302773
1.020,0.760,66.674778069082166,129.61464875564306,176.14160696893904,216.01075021972031,267.63880976583476
1.020,0.770,65.688174266261456,127.94100795516817,173.32822123604396,213.54454831032939,263.55408061511781
1.020,0.780,64.733957715099422,126.31205248199643,170.61411880941836,211.13727414817166,259.59248366967302
1.020,0.790,63.81064158545945,124.72577948433135,167.9951355932451,208.78540616887273,255.75081669872566
1.020,0.800,62.916823099855343,123.18026884866386,165.46727033011322,206.48549718233338,252.02562416022195
1.020,0.810,62.051172988515781,121.67371576300033,163.02653772817936,204.23437629653128,248.41337053286426
1.020,0.820,61.212452395855614,120.20445807814568,160.66942741675018,202.02916761946898,244.91110506073844
1.020,0.830,60.399482624909254,118.77090404832272,158.39240854470873,199.86712486078974,241.51561489978596
1.020,0.840,59.611150053626645,117.37155864895458,156.19211742762278,197.74564666010269,238.22373411285727
1.020,0.850,58.846406287486708,116.00502995558092,154.0654125759138,195.66242588235485,235.03259304067385
1.020,0.860,58.104256646936236,114.6699940260707,152.00923863099712,193.61521833482604,231.93916787105837
1.020,0.870,57.383761296113697,113.3652126776711,150.02071383427611,191.60200533762747,228.94068508107102
1.020,0.880,56.684028377173085,112.08951403143907,148.09705900987581,189.62087999577034,226.0342877055445
1.020,0.890,56.00421570910531,110.84180687256681,146.23566947973066,187.6701610795312,223.21734381146896
1.020,0.900,55.34352077518728,109.62104171032756,144.43399247143444,185.74821799266658,220.48703706955476
