i,x_inf,x_sup,theta_inf,theta_sup,mesh_size_upper,fem_order_upper,mesh_size_lower_cr,isLG,mesh_size_lower_LG,fem_order_lower_LG
725,0.76494894358865617,0.77698911613055688,0.046345397767282671,0.04703921913174107,0.003539,1,0.003539,0,-,-
726,0.77698911613055688,0.78921643549798171,0.046345397767282671,0.04703921913174107,0.003586,1,0.003586,0,-,-
727,0.78921643549798171,0.80162973958143635,0.046345397767282671,0.04703921913174107,0.003634,1,0.003634,0,-,-
728,0.80162973958143635,0.81421700199341818,0.046345397767282671,0.04703921913174107,0.003686,1,0.003686,0,-,-
729,0.81421700199341818,0.82696259571709552,0.046345397767282671,0.04703921913174107,0.003740,1,0.003740,0,-,-
730,0.82696259571709552,0.83987847249773062,0.046345397767282671,0.04703921913174107,0.003798,1,0.003798,0,-,-
731,0.83987847249773062,0.85298676164541531,0.046345397767282671,0.04703921913174107,0.003855,1,0.003855,0,-,-
732,0.85298676164541531,0.86628658652326695,0.046345397767282671,0.04703921913174107,0.003899,1,0.003899,0,-,-
733,0.86628658652326695,0.87973061924224361,0.046345397767282671,0.04703921913174107,0.003946,1,0.003946,0,-,-
734,0.87973061924224361,0.89332671584406187,0.046345397767282671,0.04703921913174107,0.003995,1,0.003995,0,-,-
735,0.89332671584406187,0.90722908779059752,0.046345397767282671,0.04703921913174107,0.004046,1,0.004046,0,-,-
736,0.90722908779059752,0.92137462356982991,0.046345397767282671,0.04703921913174107,0.004098,1,0.004098,0,-,-
737,0.92137462356982991,0.93565413736122083,0.046345397767282671,0.04703921913174107,0.004154,1,0.004154,0,-,-
738,0.93565413736122083,0.95047821377382835,0.046345397767282671,0.04703921913174107,0.004213,1,0.004213,0,-,-
739,0.95047821377382835,0.96673961915725626,0.046345397767282671,0.04703921913174107,0.004258,1,0.004258,0,-,-
740,0.96673961915725626,0.98313052339649154,0.046345397767282671,0.04703921913174107,0.004298,1,0.004298,0,-,-
741,0.98313052339649154,1.0009999999999999,0.046345397767282671,0.04703921913174107,0.004345,1,0.004345,0,-,-
742,0.54635906882605434,0.5545294761830265,0.04703921913174107,0.047741596320552707,0.002655,1,0.002655,0,-,-
743,0.5545294761830265,0.56284331869638438,0.04703921913174107,0.047741596320552707,0.002687,1,0.002687,0,-,-
744,0.56284331869638438,0.57130568379749846,0.04703921913174107,0.047741596320552707,0.002722,1,0.002722,0,-,-
745,0.57130568379749846,0.57991995256485418,0.04703921913174107,0.047741596320552707,0.002758,1,0.002758,0,-,-
746,0.57991995256485418,0.58868615384191791,0.04703921913174107,0.047741596320552707,0.002796,1,0.002796,0,-,-
747,0.58868615384191791,0.59760756610146826,0.04703921913174107,0.047741596320552707,0.002837,1,0.002837,0,-,-
748,0.59760756610146826,0.60669317768981657,0.04703921913174107,0.047741596320552707,0.002880,1,0.002880,0,-,-
749,0.60669317768981657,0.61594977422174546,0.04703921913174107,0.047741596320552707,0.002926,1,0.002926,0,-,-
750,0.61594977422174546,0.6253834248609661,0.04703921913174107,0.047741596320552707,0.002959,1,0.002959,0,-,-
751,0.6253834248609661,0.63499640957144599,0.04703921913174107,0.047741596320552707,0.003014,1,0.003014,0,-,-
752,0.63499640957144599,0.64479067211860874,0.04703921913174107,0.047741596320552707,0.003048,1,0.003048,0,-,-
753,0.64479067211860874,0.65476523030598244,0.04703921913174107,0.047741596320552707,0.003084,1,0.003084,0,-,-
754,0.65476523030598244,0.6649224366034584,0.04703921913174107,0.047741596320552707,0.003122,1,0.003122,0,-,-
755,0.6649224366034584,0.67527154304055614,0.04703921913174107,0.047741596320552707,0.003163,1,0.003163,0,-,-
756,0.67527154304055614,0.68581604710657618,0.04703921913174107,0.047741596320552707,0.003206,1,0.003206,0,-,-
757,0.68581604710657618,0.69655939342631978,0.04703921913174107,0.047741596320552707,0.003252,1,0.003252,0,-,-
758,0.69655939342631978,0.70748387194448503,0.04703921913174107,0.047741596320552707,0.003301,1,0.003301,0,-,-
759,0.70748387194448503,0.7185936337944745,0.04703921913174107,0.047741596320552707,0.003353,1,0.003353,0,-,-
760,0.7185936337944745,0.72989540668259378,0.04703921913174107,0.047741596320552707,0.003408,1,0.003408,0,-,-
